year,iso,apd_eur,napd_eur
2019,ZMB,122402668.28,0.00
2020,AFG,26147802.60,1418060000.00
2020,AGO,499449153.89,1053553719.66
2020,ALB,662793338.58,4649525.82
2020,ARG,344637655.73,2062926571.86
2020,ATG,3645850.55,125505402.80
2020,BDI,0.00,0.00
2020,BEN,64045272.24,173567135.10
2020,BFA,338646866.46,4264.88
2020,BGR,147482942.60,0.00
2020,BIH,407532035.64,339385667.73
2020,BOL,491184741.74,2320157.13
2020,BRA,0.00,0.00
2020,CAF,0.00,980000.00
2020,CHL,149742175.94,0.00
2020,CIV,535144340.09,24151615.86
2020,CMR,1494946797.39,17766930.28
2020,COD,41582384.07,237000.00
2020,COG,138527042.29,322417902.11
2020,COM,0.00,3044328.55
2020,CPV,185436319.63,65121989.21
2020,CRI,482101259.52,0.00
2020,DJI,78778715.10,5768216.18
2020,DMA,18424733.06,6395000.00
2020,DOM,997072423.31,7307731.29
2020,DZA,237464084.40,2910000.00
2020,ECU,931264734.91,253900106.98
2020,EGY,7944564813.72,995034951.57
2020,ETH,710099826.05,217804286.44
2020,FJI,23806471.96,0.00
2020,GAB,485583869.99,177323220.42
2020,GEO,1467606671.63,40941038.55
2020,GHA,960419982.65,434818054.82
2020,GIN,63100390.72,197528153.81
2020,GMB,553645.96,0.00
2020,GNB,10070162.47,64569000.00
2020,GNQ,0.00,80951713.72
2020,GRD,3227937.44,2926106.50
2020,GTM,235863826.69,0.00
2020,GUY,3003131.68,0.00
2020,HND,264501606.37,2020798.14
2020,HRV,52515969.70,0.00
2020,HTI,0.00,0.00
2020,IDN,19104028909.56,2512751924.72
2020,IRQ,4955367070.57,7465744555.23
2020,JAM,25221932.14,3294847.63
2020,JOR,3359577767.54,59961826.14
2020,KEN,2885347309.08,218287931.36
2020,KGZ,350077946.35,22452875.03
2020,KHM,1893065060.10,1396555661.67
2020,KNA,1965705.68,0.00
2020,LBR,0.00,0.00
2020,LCA,2323827.19,0.00
2020,LKA,4666439805.78,125288259.09
2020,LSO,4075619.94,0.00
2020,MAR,5896791094.85,228424449.00
2020,MDA,82679342.31,36851151.91
2020,MDG,232348603.02,44460000.00
2020,MDV,86273248.31,0.00
2020,MEX,1955290073.26,18992669.48
2020,MKD,87385656.66,0.00
2020,MLI,317236217.74,34213110.73
2020,MMR,4639681303.45,1281738453.92
2020,MNE,66623252.64,89361233.36
2020,MOZ,894491349.43,240168000.00
2020,MRT,138136754.19,85468534.66
2020,MWI,1471888.04,8220000.00
2020,NER,175250376.77,0.00
2020,NGA,744106165.78,6932076.46
2020,NIC,397570680.47,76508550.22
2020,NPL,413489404.31,0.00
2020,PAK,8959245264.68,2173639899.98
2020,PAN,147855128.30,2747512.34
2020,PER,1257074418.34,300000.00
2020,PHL,9439922499.97,51418151.79
2020,PNG,275029776.43,431200000.00
2020,POL,748679.51,1478030000.00
2020,ROU,435881280.07,0.00
2020,RUS,0.00,0.00
2020,SDN,994417190.86,3189770632.88
2020,SEN,1777218105.14,129676177.52
2020,SLE,47681222.99,0.00
2020,SLV,344891433.33,810000.00
2020,SOM,527360071.99,1299369690.49
2020,SRB,435295802.36,1607264561.07
2020,STP,1205499.63,16833508.47
2020,SUR,39244686.72,14793763.81
2020,SYC,41588636.29,19343818.04
2020,TCD,123353711.42,1350000.00
2020,TGO,13238402.14,0.00
2020,TJK,47727822.24,292430000.00
2020,TTO,0.00,195001821.29
2020,TUR,4208202838.30,473872847.20
2020,TZA,1126452732.58,193608042.39
2020,UKR,904783395.25,3861892413.45
2020,VCT,1747214.41,8780000.00
2020,VNM,19138910423.66,1990771493.15
2020,WSM,32850000.00,0.00
2020,YEM,493110506.96,1189838874.94
2020,ZMB,129266244.84,232455374.66
2021,AFG,24090300.00,1456860000.00
2021,AGO,476406356.93,1133850814.77
2021,ALB,717745255.47,1492920.00
2021,ARG,332269127.64,1940076142.55
2021,ATG,3695442.49,148072589.73
2021,BDI,0.00,0.00
2021,BEN,96565674.95,278068047.43
2021,BFA,343302107.41,0.00
2021,BGR,119000000.00,0.00
2021,BIH,357978975.67,286292640.92
2021,BOL,586210711.40,2267089.50
2021,BRA,0.00,0.00
2021,CAF,0.00,980000.00
2021,CHL,112373901.95,0.00
2021,CIV,717263879.66,42436064.21
2021,CMR,1467632086.71,223129927.14
2021,COD,55815144.39,0.00
2021,COG,157418074.81,304748002.39
2021,COM,0.00,2816190.00
2021,CPV,172038159.74,62554303.82
2021,CRI,426605392.27,14901185.77
2021,DJI,80390856.96,4013920.00
2021,DMA,18153189.07,7450000.00
2021,DOM,1260663843.30,3653865.89
2021,DZA,162594425.09,930000.00
2021,ECU,938694035.64,258037472.62
2021,EGY,7038137975.50,1306928143.13
2021,ETH,727179052.20,204113529.40
2021,FJI,133488653.79,0.00
2021,GAB,470670655.06,26949246.88
2021,GEO,1519725382.26,28620000.00
2021,GHA,985925447.43,446946062.22
2021,GIN,87531554.47,197750010.16
2021,GMB,510081.00,0.00
2021,GNB,0.00,64629000.00
2021,GNQ,0.00,66350500.00
2021,GRD,3161391.75,2906106.50
2021,GTM,213156066.28,0.00
2021,GUY,2561520.00,0.00
2021,HND,243151310.74,1851799.61
2021,HRV,12236475.32,0.00
2021,HTI,0.00,0.00
2021,IDN,16932004784.53,2010695483.28
2021,IRQ,4735965574.93,5870499132.48
2021,JAM,15920198.38,3060240.96
2021,JOR,3386085187.34,40661731.95
2021,KEN,2933422856.55,217134366.83
2021,KGZ,310323280.87,5417490.00
2021,KHM,2253057448.33,1396463710.00
2021,KNA,1761303.63,0.00
2021,LBR,0.00,0.00
2021,LCA,1755293.71,0.00
2021,LKA,4157940095.35,107996842.25
2021,LSO,3903673.63,0.00
2021,MAR,5837114643.84,159334886.25
2021,MDA,72551918.14,20469875.00
2021,MDG,266444161.79,35570000.00
2021,MDV,78529570.33,0.00
2021,MEX,2086666916.03,11665457.13
2021,MKD,77789594.93,0.00
2021,MLI,295228856.91,44903577.14
2021,MMR,4448922161.54,1033848106.00
2021,MNE,57686672.75,70380621.13
2021,MOZ,865468817.64,222525000.00
2021,MRT,127781302.20,49160000.00
2021,MWI,1261065.00,5480000.00
2021,NER,211534353.67,0.00
2021,NGA,779919522.40,6932136.42
2021,NIC,390951055.31,58557714.49
2021,NPL,420686427.38,0.00
2021,PAK,8334021456.23,2078980654.51
2021,PAN,192571594.36,22694371.64
2021,PER,1020046001.95,280000.00
2021,PHL,9268891238.95,2557903.96
2021,PNG,554640885.48,899850000.00
2021,POL,0.00,1478030000.00
2021,ROU,366171633.31,0.00
2021,RUS,0.00,0.00
2021,SDN,977926143.97,3067190052.07
2021,SEN,1793871750.74,104816794.31
2021,SLE,51391051.04,0.00
2021,SLV,324927830.34,810000.00
2021,SOM,534516174.60,1294044966.15
2021,SRB,461600604.08,1469413789.98
2021,STP,1112904.00,16383474.00
2021,SUR,36453837.20,30227764.34
2021,SYC,37480070.28,17882189.10
2021,TCD,114717682.84,1370000.00
2021,TGO,20754377.02,0.00
2021,TJK,42570060.00,292430000.00
2021,TTO,0.00,199079430.15
2021,TUR,3777076382.37,520321945.49
2021,TZA,1115528560.33,196043943.13
2021,UKR,790274255.99,3888699506.55
2021,VCT,1448289.53,7194459.81
2021,VNM,17132601936.78,1613281343.59
2021,WSM,31000000.00,0.00
2021,YEM,463905190.93,1200541283.81
2021,ZMB,121753437.35,858519682.32
2022,AFG,23000000.00,1494000000.00
2022,AGO,496000000.00,979000000.00
2022,ALB,731000000.00,1000000.00
2022,ARG,229000000.00,1654000000.00
2022,ATG,4000000.00,149000000.00
2022,BDI,0.00,0.00
2022,BEN,128000000.00,457000000.00
2022,BFA,364000000.00,1000000.00
2022,BGR,91000000.00,0.00
2022,BIH,288000000.00,256000000.00
2022,BOL,560000000.00,2000000.00
2022,BRA,0.00,0.00
2022,CAF,0.00,1000000.00
2022,CHL,72000000.00,17000000.00
2022,CIV,1046000000.00,266000000.00
2022,CMR,1397000000.00,184000000.00
2022,COD,59000000.00,0.00
2022,COG,198000000.00,221000000.00
2022,COM,0.00,3000000.00
2022,CPV,149000000.00,55000000.00
2022,CRI,480000000.00,15000000.00
2022,DJI,74000000.00,3000000.00
2022,DMA,15000000.00,6000000.00
2022,DOM,1448000000.00,24000000.00
2022,DZA,134000000.00,1000000.00
2022,ECU,1061000000.00,248000000.00
2022,EGY,6777000000.00,2176000000.00
2022,ETH,741000000.00,193000000.00
2022,FJI,189000000.00,0.00
2022,GAB,466000000.00,70000000.00
2022,GEO,1429000000.00,90000000.00
2022,GHA,943000000.00,451000000.00
2022,GIN,106000000.00,198000000.00
2022,GMB,0.00,0.00
2022,GNB,0.00,65000000.00
2022,GNQ,0.00,57000000.00
2022,GRD,3000000.00,3000000.00
2022,GTM,195000000.00,0.00
2022,GUY,2000000.00,30000000.00
2022,HND,312000000.00,4000000.00
2022,HRV,9000000.00,0.00
2022,HTI,0.00,0.00
2022,IDN,14794000000.00,1512000000.00
2022,IRQ,4752000000.00,4644000000.00
2022,JAM,14000000.00,3000000.00
2022,JOR,3303000000.00,38000000.00
2022,KEN,2768000000.00,255000000.00
2022,KGZ,266000000.00,21000000.00
2022,KHM,2505000000.00,1396000000.00
2022,KNA,2000000.00,0.00
2022,LBR,0.00,2000000.00
2022,LCA,1000000.00,0.00
2022,LKA,3696000000.00,847000000.00
2022,LSO,3000000.00,0.00
2022,MAR,6069000000.00,195000000.00
2022,MDA,151000000.00,15000000.00
2022,MDG,304000000.00,27000000.00
2022,MDV,65000000.00,0.00
2022,MEX,2168000000.00,5000000.00
2022,MKD,64000000.00,0.00
2022,MLI,291000000.00,42000000.00
2022,MMR,4139000000.00,794000000.00
2022,MNE,60000000.00,52000000.00
2022,MOZ,827000000.00,240000000.00
2022,MRT,108000000.00,49000000.00
2022,MWI,1000000.00,3000000.00
2022,NER,234000000.00,0.00
2022,NGA,808000000.00,29000000.00
2022,NIC,392000000.00,38000000.00
2022,NPL,466000000.00,0.00
2022,PAK,7058000000.00,1567000000.00
2022,PAN,254000000.00,133000000.00
2022,PER,1270000000.00,0.00
2022,PHL,9375000000.00,0.00
2022,PNG,504000000.00,1341000000.00
2022,POL,0.00,1478000000.00
2022,ROU,292000000.00,0.00
2022,RUS,0.00,0.00
2022,SDN,964000000.00,2889000000.00
2022,SEN,1638000000.00,291000000.00
2022,SLE,48000000.00,0.00
2022,SLV,313000000.00,1000000.00
2022,SOM,543000000.00,1296000000.00
2022,SRB,485000000.00,1357000000.00
2022,STP,1000000.00,16000000.00
2022,SUR,30000000.00,41000000.00
2022,SYC,31000000.00,15000000.00
2022,TCD,108000000.00,1000000.00
2022,TGO,46000000.00,8000000.00
2022,TJK,38000000.00,292000000.00
2022,TTO,0.00,178000000.00
2022,TUR,3736000000.00,1242000000.00
2022,TZA,1114000000.00,198000000.00
2022,UKR,4043000000.00,4484000000.00
2022,VCT,1000000.00,7000000.00
2022,VNM,14790000000.00,1270000000.00
2022,WSM,25000000.00,0.00
2022,YEM,438000000.00,1211000000.00
2022,ZMB,185000000.00,916000000.00
2023,AFG,23478990.00,1528640000.00
2023,AGO,584386017.30,1446645921.51
2023,ALB,767485356.96,56567875.19
2023,ARG,281543413.31,1490767982.19
2023,ATG,3754290.26,153477082.34
2023,BDI,0.00,0.00
2023,BEN,213715005.51,328599276.19
2023,BFA,362041107.14,62890044.58
2023,BGR,74000000.00,0.00
2023,BIH,245663852.09,246616687.96
2023,BOL,804724035.84,2314830.00
2023,BRA,0.00,0.00
2023,CAF,0.00,1000000.00
2023,CHL,53884261.43,12841855.64
2023,CIV,1495124463.95,588953926.98
2023,CMR,1382752201.44,120156434.70
2023,COD,63550494.68,0.00
2023,COG,208418331.74,306032502.70
2023,COM,0.00,2456819.72
2023,CPV,137543774.06,54732015.99
2023,CRI,524836310.07,14941713.36
2023,DJI,72247128.89,122208070.61
2023,DMA,12100484.48,3900000.00
2023,DOM,1663967620.25,29001513.00
2023,DZA,95678429.47,5939139.01
2023,ECU,1276036281.95,237511933.68
2023,EGY,7216975780.98,3662730834.42
2023,ETH,772686939.43,527939277.69
2023,FJI,176530000.00,28933579.00
2023,GAB,490990968.42,149692675.91
2023,GEO,1470756054.63,92962092.00
2023,GHA,1067864813.90,1940879620.76
2023,GIN,157730327.20,199450003.31
2023,GMB,435408.50,0.00
2023,GNB,0.00,64949000.00
2023,GNQ,0.00,58035206.00
2023,GRD,2419639.99,2524982.94
2023,GTM,185177882.78,0.00
2023,GUY,2021675.57,54993851.88
2023,HND,342413225.32,2965223.73
2023,HRV,7184234.53,0.00
2023,HTI,0.00,0.00
2023,IDN,14895623548.80,1300963822.58
2023,IRQ,5470000616.57,2914515662.10
2023,JAM,11665448.16,2742495.10
2023,JOR,3601579097.99,39187403.41
2023,KEN,2686701695.54,220216480.11
2023,KGZ,244641428.99,22441662.72
2023,KHM,2697429668.75,1416362284.47
2023,KNA,1529005.89,0.00
2023,LBR,0.00,1905672.14
2023,LCA,985587.90,0.00
2023,LKA,3567731883.17,1198457676.05
2023,LSO,2577722.27,3933000.00
2023,MAR,6248854502.13,275248391.32
2023,MDA,285116244.96,14600000.00
2023,MDG,392697083.95,17780000.00
2023,MDV,58833333.45,0.00
2023,MEX,2291417309.69,800.28
2023,MKD,137769786.72,220460.00
2023,MLI,290817225.04,44371536.36
2023,MMR,4232278481.94,745597991.28
2023,MNE,57933611.91,38965797.05
2023,MOZ,870519467.83,291309280.00
2023,MRT,93285901.33,49181356.62
2023,MWI,1044980.40,0.00
2023,NER,261504749.22,0.00
2023,NGA,871235614.00,75074752.76
2023,NIC,394077010.29,26787714.49
2023,NPL,457411556.48,0.00
2023,PAK,6333012768.88,951427693.12
2023,PAN,420464255.25,245870440.25
2023,PER,1353017294.94,600690.00
2023,PHL,9921657416.57,0.00
2023,PNG,498430913.00,1698549966.81
2023,POL,0.00,4097175663.61
2023,ROU,261433542.06,0.00
2023,RUS,0.00,0.00
2023,SDN,969728497.46,3267167332.24
2023,SEN,1884182497.15,414383035.91
2023,SLE,47329053.54,0.00
2023,SLV,418506133.76,17793935.08
2023,SOM,539534329.78,641049189.77
2023,SRB,649963338.74,1023714683.06
2023,STP,1017422.90,17412818.00
2023,SUR,31396395.06,53505642.00
2023,SYC,28172426.12,13959632.64
2023,TCD,108250748.76,14238726.00
2023,TGO,49458732.42,44081994.16
2023,TJK,38382085.98,292430000.00
2023,TTO,0.00,158263830.02
2023,TUR,3669321597.64,1325530725.23
2023,TZA,1188389524.57,245951779.80
2023,UKR,5205430694.98,4522307506.70
2023,VCT,828496.00,2760029.68
2023,VNM,14135087523.77,1109249189.24
2023,WSM,21000000.00,0.00
2023,YEM,434025034.60,1221459139.19
2023,ZMB,188669902.19,1360034609.00
2024,AFG,22137090.00,1560934016.94
2024,AGO,590588658.29,1387608988.05
2024,ALB,814917367.08,53334838.69
2024,ARG,246046680.19,1098830615.63
2024,ATG,3800000.00,143588165.85
2024,BDI,0.00,0.00
2024,BEN,340808881.87,412148026.87
2024,BFA,334749590.81,51552890.70
2024,BGR,56364138.06,0.00
2024,BIH,189370330.56,216060431.82
2024,BOL,849258924.09,2317639.00
2024,BRA,0.00,0.00
2024,CAF,0.00,1018273.13
2024,CHL,34639869.00,9438029.46
2024,CIV,1643767172.78,744528403.52
2024,CMR,1286724645.32,105072843.93
2024,COD,57324432.02,0.00
2024,COG,222768402.27,278956498.34
2024,COM,0.00,2070337.42
2024,CPV,121036804.56,49675364.87
2024,CRI,521081583.81,40163405.61
2024,DJI,63286599.79,3109499.20
2024,DMA,8749825.82,1010000.00
2024,DOM,1647642173.33,121586691.90
2024,DZA,64756417.68,1580355.18
2024,ECU,1505709678.60,211516674.98
2024,EGY,6892930436.72,4984791985.92
2024,ETH,1007644571.01,738476563.45
2024,FJI,159835748.48,36740000.00
2024,GAB,457106429.71,214224265.92
2024,GEO,1373435673.04,89709202.95
2024,GHA,1078650753.50,2377445172.50
2024,GIN,205316902.88,199566202.98
2024,GMB,410523.50,0.00
2024,GNB,0.00,26169090.00
2024,GNQ,0.00,51190453.27
2024,GRD,1948069.37,1840000.00
2024,GTM,167768132.29,0.00
2024,GUY,85130016.53,72820000.00
2024,HND,389244403.83,1584311.15
2024,HRV,4680959.79,0.00
2024,HTI,0.00,0.00
2024,IDN,13732992180.80,1352387262.57
2024,IRQ,5906932515.01,2439161150.70
2024,JAM,9847184.91,2562978.43
2024,JOR,3512651933.14,36434938.27
2024,KEN,2532087545.15,260771578.89
2024,KGZ,216979480.64,21091087.85
2024,KHM,2913917822.30,1416759448.20
2024,KNA,1400000.00,0.00
2024,LBR,0.00,1762838.62
2024,LCA,453953.34,0.00
2024,LKA,3378034870.77,1192584890.32
2024,LSO,2259825.87,0.00
2024,MAR,6391275188.36,302149634.72
2024,MDA,364194425.75,14596515.91
2024,MDG,400531827.67,8891592.66
2024,MDV,48346569.13,0.00
2024,MEX,2585215344.03,0.00
2024,MKD,155376329.02,0.00
2024,MLI,273650337.47,37597450.76
2024,MMR,4060807756.85,748411534.80
2024,MNE,109831517.77,30508969.70
2024,MOZ,840620518.92,290720467.58
2024,MRT,78081951.25,49258602.26
2024,MWI,897955.20,0.00
2024,NER,244264140.66,0.00
2024,NGA,918975403.90,43442740.00
2024,NIC,365108210.18,26787714.49
2024,NPL,427217305.82,0.00
2024,PAK,5448285225.22,328595341.74
2024,PAN,628146759.93,402143785.29
2024,PER,1516349604.86,21046000.00
2024,PHL,9543418793.60,0.00
2024,PNG,462239882.76,1859600175.11
2024,POL,0.00,3648861319.80
2024,ROU,248958899.37,0.00
2024,RUS,0.00,0.00
2024,SDN,1007956745.67,3155406689.19
2024,SEN,1827142215.91,737179101.12
2024,SLE,42550975.66,0.00
2024,SLV,421964520.88,1510000.00
2024,SOM,452108590.95,463570516.81
2024,SRB,691990761.43,878110030.13
2024,STP,960313.20,16360771.00
2024,SUR,26802702.60,45226529.68
2024,SYC,22529616.97,10407881.22
2024,TCD,98806566.73,15679987.11
2024,TGO,78440297.07,128332180.83
2024,TJK,35447209.34,292429127.51
2024,TTO,0.00,138676481.00
2024,TUR,3603853710.85,686697202.36
2024,TZA,1211251062.35,368647454.99
2024,UKR,4750029245.90,4480813249.02
2024,VCT,510000.00,2020000.00
2024,VNM,12593029864.31,864581967.62
2024,WSM,17000000.00,0.00
2024,YEM,417080486.26,1232898678.02
2024,ZMB,180305088.84,1507742187.02
